"Hotels","Hotel ID","City","URL"
"Casa Copada","10967535","Punta del Diablo","https://www.booking.com/hotel/uy/casa-copada-punta-del-diablo3.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa Cora","11315481","Montevideo","https://www.booking.com/hotel/uy/casa-cora.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa Cora 2","11315601","Montevideo","https://www.booking.com/hotel/uy/casa-cora-2.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa Corazón","9591395","Montevideo","https://www.booking.com/hotel/uy/casa-corazon.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa Costa Azul","10918618","La Aguada y Costa Azul","https://www.booking.com/hotel/uy/casa-costa-azul-la-aguada-y-costa-azul.en.html?aid=2410095&no_rooms=1&group_adults=2"
"CASA CUCHILLA ALTA","7861451","Cuchilla Alta","https://www.booking.com/hotel/uy/casa-cuchilla-alta.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa Cuchilla Alta","9365309","Cuchilla Alta","https://www.booking.com/hotel/uy/casa-cuchilla-alta-cuchilla-alta.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa Cuchilla Alta Canelones","10672846","Cuchilla Alta","https://www.booking.com/hotel/uy/casa-cuchilla-alta-canelones.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa Dash Beach Houses","1354038","Punta del Este","https://www.booking.com/hotel/uy/cabana-en-club-del-lago-punta-del-este.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de 1 Dormitorio ubicado en planta baja. A 150 mts de la playa en La Aguada y Costa Azul, La Paloma, Rocha","11121894","La Aguada y Costa Azul, La Paloma","https://www.booking.com/hotel/uy/casa-de-1-dormitorio-ubicado-en-planta-baja-a-150-mts-de-la-playa-en-la-aguada-y.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de 6 ambientes a 2 cuadras de la playa brava","11324063","Punta del Este","https://www.booking.com/hotel/uy/casa-de-6-ambientes-a-2-cuadras-de-la-playa-brava.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de Aitona Bodega Zubizarreta","5359655","Carmelo","https://www.booking.com/hotel/uy/casa-de-aitona-bodega-zubizarreta.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de alquiler en piriapolis","11130310","Piriapolis","https://www.booking.com/hotel/uy/casa-de-alquiler-temporal-para-5-personas-en-piriapolis.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de Amelia (Punta Rubia)","3233528","La Pedrera","https://www.booking.com/hotel/uy/casa-de-amelia-punta-rubia1.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de campo","8824735","Capilla de Cella, Canelones","https://www.booking.com/hotel/uy/casa-de-campo-capilla-de-cella-canelones.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de campo","9483923","Paraje ojos de agua chuy","https://www.booking.com/hotel/uy/casa-de-campo-paraje-ojos-de-agua-chuy.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de campo","10753933","Rivera","https://www.booking.com/hotel/uy/casa-de-campo-rivera.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de campo - retiro con encanto en las sierras","7943819","Minas","https://www.booking.com/hotel/uy/chalet-historico-retiro-con-encanto-en-las-sierras.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de Campo acogedora","11314055","Trinidad","https://www.booking.com/hotel/uy/casa-de-campo-acogedora.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de campo cerca del Cabo","7693415","Oceania del Polonio","https://www.booking.com/hotel/uy/casa-de-campo-cerca-del-cabo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de campo CLARA LUNA Sierra y Mar","9405697","Punta Ballena","https://www.booking.com/hotel/uy/casa-de-campo-clara-luna-sierra-y-mar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de campo en la Paloma","11128234","Arachania","https://www.booking.com/hotel/uy/casa-de-campo-en-la-paloma.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de Campo en las Sierras","9929696","Aguas Blancas","https://www.booking.com/hotel/uy/casa-de-campo-en-las-sierras.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de campo en las sierras","11335590","Mariscala","https://www.booking.com/hotel/uy/casa-de-campo-en-las-sierras-mariscala.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de Campo en Oceanía","11334049","Oceanía del Polonio","https://www.booking.com/hotel/uy/los-tinto-un-lugar-para-descansar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de campo la serena","10311685","Lavalleja","https://www.booking.com/hotel/uy/casa-de-campo-la-serena.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa De Campo Lo De Fatsia","1470160","Colonia del Sacramento","https://www.booking.com/hotel/uy/casa-de-campo-lo-de-fatsia.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de Coral","11305317","Punta del diablo","https://www.booking.com/hotel/uy/casa-de-coral.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de Cristina","11001890","Arachania","https://www.booking.com/hotel/uy/casa-de-cristina.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de Dani, sitio increíble y descanso","11261419","Playa Hermosa","https://www.booking.com/hotel/uy/sitio-increible-la-casa-de-dani.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de descanso","2814999","Balneario Zagarzazu","https://www.booking.com/hotel/uy/casa-de-descanso.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de descanso Costa Azul","3114780","Canelones, Costa Azul","https://www.booking.com/hotel/uy/de-descanso1.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de Familia Jiro","768239","Punta Del Diablo","https://www.booking.com/hotel/uy/jiro.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de huéspedes a metros de playa Las Grutas","11402533","Punta Ballena","https://www.booking.com/hotel/uy/casa-de-huespedes-a-metros-de-playa-las-grutas.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de La Barra de Maldonado Punta del Este","7638170","La Barra","https://www.booking.com/hotel/uy/casa-de-la-barra-de-maldonado.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de Loly","11083809","Paysandú","https://www.booking.com/hotel/uy/loly-paysandu.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de los lagos","8450271","Rivera","https://www.booking.com/hotel/uy/casa-de-los-lagos.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de Lujan","10000138","La Aguada y Costa Azul","https://www.booking.com/hotel/uy/casa-de-lujan-la-aguada-y-costa-azul.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de madera en playa de Cabo Polonio con dos ambientes","11173782","Cabo Polonio","https://www.booking.com/hotel/uy/casa-de-madera-en-playa-de-cabo-polonio.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de mar","11276803","La Paloma","https://www.booking.com/hotel/uy/casa-de-mar-la-paloma2.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de mar - José Ignacio","9399771","Arenas de José Ignacio","https://www.booking.com/hotel/uy/casa-de-mar-jose-ignacio.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de mar a 250 mts del océano","9792184","La Paloma","https://www.booking.com/hotel/uy/casa-de-mar-la-paloma1.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de Piedra","1378855","Salto","https://www.booking.com/hotel/uy/casa-de-piedra-salto.en.html?aid=2410095&no_rooms=1&group_adults=2"
"casa de playa barra del chuy alborada duplex 2","10756787","barra del chui","https://www.booking.com/hotel/uy/casa-de-playa-alborada-duplex-2.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de playa con pisciuna","11357319","Ocean Park","https://www.booking.com/hotel/uy/casa-de-playa-con-pisciuna.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de Playa en José Ignacio","9040792","José Ignacio, Balneario La Juanita","https://www.booking.com/hotel/uy/casa-de-playa-en-jose-ignacio.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de playa en jose ignacio uruguay.","9528046","Jose ignacio","https://www.booking.com/hotel/uy/casa-de-playa-en-jose-ignacio-uruguay.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de Playa en Punta Rubia","11334627","Punta Rubia","https://www.booking.com/hotel/uy/casa-de-playa-en-punta-rubia-punta-rubia.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de playa en Punta Rubia Calle Garzón y Rocha","11325449","Rocha","https://www.booking.com/hotel/uy/casa-de-playa-en-punta-rubia.en.html?aid=2410095&no_rooms=1&group_adults=2"
"CASA DE PLAYA EN PUNTA RUBIA, LA PEDRERA, a 100 metros de la playa","8381505","Punta Rubia, La Pedrera, Departamento Rocha","https://www.booking.com/hotel/uy/casa-de-playa-en-punta-rubia-la-pedrera.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de playa frente al mar","11023575","Maldonado","https://www.booking.com/hotel/uy/casa-de-playa-frente-al-mar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de playa, sol y parrilla","6870275","La Paloma","https://www.booking.com/hotel/uy/casa-de-playa-sol-y-parrilla.en.html?aid=2410095&no_rooms=1&group_adults=2"
"CASA DE TOTAL DESCANSO Y SEGURIDAD","9439918","Atlántida","https://www.booking.com/hotel/uy/casa-de-total-descanso-y-seguridad-atlantida.en.html?aid=2410095&no_rooms=1&group_adults=2"
"CASA DE TOTAL DESCANSO Y SEGURIDAD","9444717","Canelones","https://www.booking.com/hotel/uy/casa-de-total-descanso-y-seguridad-canelones.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de vacaciones a 150m del mar","9342975","Santa Mónica","https://www.booking.com/hotel/uy/abafi.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de verano aguas dulces","11315650","Aguas Dulces","https://www.booking.com/hotel/uy/casa-de-verano-frente-al-mar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa de verano La Margarita","11416280","Nueva Palmira","https://www.booking.com/hotel/uy/casa-de-verano-la-margarita.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa del bosque y el mar","9399988","Piriapolis","https://www.booking.com/hotel/uy/casa-del-bosque-y-el-mar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa del Diavolo","2757329","Punta del Diablo","https://www.booking.com/hotel/uy/casa-del-diavolo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa del Mar","3743582","Montevideo","https://www.booking.com/hotel/uy/casa-cerca-del-mar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa del Sol Hotel & Restaurante","253976","Colonia Del Sacramento","https://www.booking.com/hotel/uy/days-inn-casa-del-sol.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa Dibar","9140535","La Pedrera","https://www.booking.com/hotel/uy/casa-dibar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa Diego y Claudia","1764641","Colonia del Sacramento","https://www.booking.com/hotel/uy/casa-diego-y-claudia.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa Domo Se Reserva con SEÑA UTE APARTE","9153751","San Luis","https://www.booking.com/hotel/uy/casa-domo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa Don Francisco","2664920","Termas del Daymán","https://www.booking.com/hotel/uy/casa-don-francisco.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa dos dormitorios","9562327","Punta Colorada","https://www.booking.com/hotel/uy/casa-contenedor-punta-colorada.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa duplex 2 dormitorios by depptö","9668462","Punta Del Este","https://www.booking.com/hotel/uy/casa-duplex-2-dormitorios-by-deppto.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa El Abrojito","10921145","Colonia del Sacramento","https://www.booking.com/hotel/uy/casa-el-abrojito.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa El Ceibo Reserva con Seña","9446805","Piriápolis","https://www.booking.com/hotel/uy/casa-el-ceibo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en aguas dulces! Mínimo tres noches","9497878","Aguas Dulces","https://www.booking.com/hotel/uy/casa-en-aguas-dulces-aguas-dulces1.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Alquiler","4495335","Piriápolis","https://www.booking.com/hotel/uy/casa-en-alquiler-piriapolis.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en alquiler El Detalle Punta Negra","11022225","Punta Negra","https://www.booking.com/hotel/uy/casa-en-alquiler-el-detalle-punta-negra.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en alquiler piriapolis","8081994","Playa Hermosa","https://www.booking.com/hotel/uy/casa-en-alquiler-piriapolis-playa-hermosa.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Arachania - La Paloma","9646170","La paloma","https://www.booking.com/hotel/uy/casa-en-arachania-la-paloma.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Atlántida frente al mar","7027340","Atlántida","https://www.booking.com/hotel/uy/casa-en-atlantida-frente-al-mar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Atlántida, Barrio Español, Uruguay","9523990","Costa de oro","https://www.booking.com/hotel/uy/casa-en-atlantida-uruguay.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Avenida Paloma","6969060","La Paloma","https://www.booking.com/hotel/uy/casa-en-avenida-paloma.en.html?aid=2410095&no_rooms=1&group_adults=2"
"casa en balneario Buenos Aires","9509313","Balneario Buenos Aires","https://www.booking.com/hotel/uy/casa-en-balneario-buenos-aires-balneario-buenos-aires2.en.html?aid=2410095&no_rooms=1&group_adults=2"
"casa en balneario Buenos Aires","9509390","Balneario Buenos Aires","https://www.booking.com/hotel/uy/casa-en-balneario-buenos-aires-balneario-buenos-aires3.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en balneario Las Cañas","11180209","Fray Bentos","https://www.booking.com/hotel/uy/casa-en-balneario-las-canas.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Balneario Las Flores","9820225","Las Flores","https://www.booking.com/hotel/uy/casa-en-balneario-las-flores.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en balneario Paloma","11339020","La Paloma","https://www.booking.com/hotel/uy/casa-en-balneario-paloma.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Barra de Chuy.","10940796","Puimayen","https://www.booking.com/hotel/uy/casa-en-barra-de-chuy-puimayen1.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Barrio Cerrado en Rincón del Indio","3974466","Punta del Este","https://www.booking.com/hotel/uy/casa-en-barrio-cerrado-en-rincon-del-indio.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Barrio Country - La Paloma","9500702","La Paloma","https://www.booking.com/hotel/uy/casa-en-barrio-country-la-paloma.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en barrio de Chacras Las Perdices","10672989","Carmelo","https://www.booking.com/hotel/uy/casa-en-barrio-de-chacras-las-perdices.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Bella Vista il fienile","11372618","Bella vista","https://www.booking.com/hotel/uy/casa-en-bella-vista-il-fienile-bella-vista1.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en bella vista, Clarita","11334059","Bella Vista","https://www.booking.com/hotel/uy/casa-en-bella-vista-clarita.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Carmelo Golf Club","9852741","Carmelo","https://www.booking.com/hotel/uy/casa-en-carmelo-golf-club.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Cerro de los Burros (Playa Hermosa)","9359837","Playa Hermosa","https://www.booking.com/hotel/uy/casa-en-cerro-de-los-burros-playa-hermosa.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Ciudad de la Costa ideal para descanso al fondo","9775127","Ciudad de la Costa","https://www.booking.com/hotel/uy/casa-en-ciudad-de-la-costa.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en colonia para 7 personas","3145001","Colonia Del Sacramento","https://www.booking.com/hotel/uy/casa-en-colonia-para-5-personas.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Cuchilla Alta","10714569","Cuchilla Alta","https://www.booking.com/hotel/uy/casa-en-cuchilla-alta-cuchilla-alta1.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en el centro","9434628","Montevideo","https://www.booking.com/hotel/uy/casa-en-el-centro-montevideo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en el centro de La Paloma","7047245","La Paloma","https://www.booking.com/hotel/uy/casa-en-el-centro-de-la-paloma.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en el Real de san carlos","8018522","Colonia Del Sacramento","https://www.booking.com/hotel/uy/casa-en-el-real-de-san-carlos.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en el Real de San Carlos","9962263","Colonia del Sacramento","https://www.booking.com/hotel/uy/casa-en-el-real-de-san-carlos-colonia-del-sacramento.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Haras Bettina","9802840","Mercedes","https://www.booking.com/hotel/uy/casa-en-haras-bettina.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Jaureguiberry a 5 cuadras de la playa","8073136","Jaureguiberry","https://www.booking.com/hotel/uy/casa-en-jaureguiberry-a-5-cuadras-de-la-playa.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en La Aguada","9438243","La Paloma","https://www.booking.com/hotel/uy/casa-en-la-aguada-la-paloma.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en La Barra","11053953","La Barra","https://www.booking.com/hotel/uy/casa-en-la-barra-la-barra2.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en la Barra, el tesoro","11096680","La Barra","https://www.booking.com/hotel/uy/casa-en-la-barra-miramar-acres.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en La Barra, Punta del Este","11307205","Maldonado","https://www.booking.com/hotel/uy/casa-punta-del-este-maldonado-uruguay.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en la Bota, Manantiales","11302542","El Chorro","https://www.booking.com/hotel/uy/casa-en-la-bota-manantiales.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en La Esmeralda Uruguay","9265534","La Esmeralda","https://www.booking.com/hotel/uy/casa-en-la-esmeralda-uruguay.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en La Esmeralda, Rocha, Uruguay","7061486","La Esmeralda","https://www.booking.com/hotel/uy/casa-en-la-esmeralda-rocha-uruguay.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en la playa","3119003","Ocean Park","https://www.booking.com/hotel/uy/casa-en-la-playa.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en la Rambla","9358472","Colonia Del Sacramento","https://www.booking.com/hotel/uy/casa-en-la-rambla.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en La Serena","10906613","La Paloma","https://www.booking.com/hotel/uy/la-serena-la-paloma.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Las Perdices, Carmelo","10672913","Carmelo","https://www.booking.com/hotel/uy/casa-en-las-perdices-carmelo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Maldonado","11135726","Maldonado","https://www.booking.com/hotel/uy/casa-en-sauce-de-portezuelo-maldonado.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Montoya","11393049","La Barra","https://www.booking.com/hotel/uy/casa-en-montoya.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Parada 7 de la Brava a dos cuadras del mar","9022084","Punta del Este","https://www.booking.com/hotel/uy/casa-en-parada-7-de-la-brava-a-dos-cuadras-del-mar-punta-del-este.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Pinares PDE","11378201","Maldonado","https://www.booking.com/hotel/uy/casa-en-pinares-pde.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Playa Grande","9519379","Playa Grande","https://www.booking.com/hotel/uy/casa-en-playa-grande-playa-grande.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Playa Hermosa","9835122","Piriápolis","https://www.booking.com/hotel/uy/casa-en-playa-hermosa-piriapolis1.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Playa Hermosa Martina","9378129","Playa Hermosa","https://www.booking.com/hotel/uy/casa-en-playa-hermosa-martina.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Playa Hermosa, para 6 personas, a 4 cuadras de la playa totalmente cercada a 7 minutos de Piriápolis","7977818","Playa Hermosa","https://www.booking.com/hotel/uy/preciosa-casa-en-playa-hermosa-para-6-personas-a-6-cuadras-de-la-playa-totalment.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Playa Verde a media cuadra del mar","9359598","Playa Verde","https://www.booking.com/hotel/uy/casa-en-playa-verde-a-media-cuadra-del-mar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Pocitos Montevideo","11296515","Montevideo","https://www.booking.com/hotel/uy/casa-en-pocitos-montevideo-montevideo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Pueblo Centenario","9936299","Pueblo Centenario","https://www.booking.com/hotel/uy/casa-en-pueblo-centenario.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Punta Ballena","11354477","Punta Ballena","https://www.booking.com/hotel/uy/casa-en-punta-ballena-punta-ballena.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa En Punta Ballena Zona Chihuahua Mínimo tres noches","9523351","Punta Ballena","https://www.booking.com/hotel/uy/casa-en-punta-ballena-zona-chihuahua-punta-ballena.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en punta colorada a dos cuadras de la playa","9541534","Punta colorada","https://www.booking.com/hotel/uy/casa-en-punta-colorada-a-dos-cuadras-de-la-playa.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en punta colorada a una cuadra de la playa","11268724","Punta Colorada","https://www.booking.com/hotel/uy/casa-en-punta-colorada-a-una-cuadra-de-la-playa.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Punta Colorada Pedregal","9556781","Punta Colorada","https://www.booking.com/hotel/uy/casa-en-punta-colorada-pedregal.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Punta del Diablo","11241927","Punta Ballena","https://www.booking.com/hotel/uy/casa-en-punta-del-diablo-punta-ballena.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Punta del Diablo","11242159","Punta Ballena","https://www.booking.com/hotel/uy/casa-en-punta-del-diablo-punta-ballena1.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Punta del Diablo","11276481","Punta Ballena","https://www.booking.com/hotel/uy/casa-en-punta-del-diablo-punta-ballena2.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Punta del Este","11135964","Punta del Este","https://www.booking.com/hotel/uy/vinacho.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Punta del Este","11159243","Montevideo","https://www.booking.com/hotel/uy/casa-en-punta-del-este-montevideo.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Punta del Este","11261949","Punta del Este","https://www.booking.com/hotel/uy/casa-en-punta-del-este-punta-del-este3.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Punta del este cerca de playa y shopping","11392856","Maldonado","https://www.booking.com/hotel/uy/casa-en-punta-del-este-cerca-de-playa-y-shopping.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Punta Rubia cerca de la playa","11318872","Punta Rubia","https://www.booking.com/hotel/uy/casa-en-punta-rubia-cerca-de-la-playa.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Rocha por Temporada","11371336","Arachania","https://www.booking.com/hotel/uy/casa-en-rocha-por-temporada.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en San Francisco","9417247","Piriápolis","https://www.booking.com/hotel/uy/casa-en-san-francisco.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en San Francisco, 2 dormitorios","9588947","Piriápolis","https://www.booking.com/hotel/uy/casa-en-san-francisco-2-dormitorios-piriapolis.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en San Luis","10954522","San Luis","https://www.booking.com/hotel/uy/casa-en-san-luis.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en San Luis","11002303","san luis","https://www.booking.com/hotel/uy/casa-en-san-luis-san-luis.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en San Luis","11088712","La Floresta","https://www.booking.com/hotel/uy/casa-en-san-luis-la-floresta.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en San Luis con Piscina","11218692","Ciudad de la Costa","https://www.booking.com/hotel/uy/casa-en-san-luis-con-piscina.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Sierras del Mar","9643154","Sierras del Mar","https://www.booking.com/hotel/uy/casa-en-sierras-del-mar-sierras-del-mar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Sierras del Mar","9643211","Sierras del Mar","https://www.booking.com/hotel/uy/casa-en-sierras-del-mar-sierras-del-mar2.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Solymar, 2 dormitorios","9354218","Ciudad de la Costa","https://www.booking.com/hotel/uy/casa-en-solymar-2-dormitorios.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Tajamares de la Pedrera","11317700","La Pedrera","https://www.booking.com/hotel/uy/casa-en-tajamares-de-la-pedrera.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Valizas a 250m del mar","11118447","Barra de Valizas","https://www.booking.com/hotel/uy/casa-en-valizas-a-250m-del-mar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en Villa Serrana para 4 personas.","9641459","villa serrana","https://www.booking.com/hotel/uy/casa-en-villa-serrana-para-4-personas.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa en zona turística para 4 personas","9422268","La paloma","https://www.booking.com/hotel/uy/casa-en-zona-super-tranquila.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa Encantada Guest House","11209555","La Aguada y Costa Azul","https://www.booking.com/hotel/uy/casa-encantada-guest-house.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa entre bosque y mar","11339040","Piriápolis","https://www.booking.com/hotel/uy/casa-entre-bosque-y-mar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa espectacular directo sobre el mar","5900066","Las Flores","https://www.booking.com/hotel/uy/casa-espectacular-directo-sobre-el-mar.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa Estrella de Mar","6953075","La Paloma","https://www.booking.com/hotel/uy/estrella-de-mar-la-paloma12.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa Familiar 6 per con Vista Se RESERVA Con SEÑA UTE APARTE","11289742","San Luis","https://www.booking.com/hotel/uy/casa-familiar-6-per-con-vista-se-reserva-con-sena.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa Flor","4479878","La Barra","https://www.booking.com/hotel/uy/casa-flor.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa Franca","11095660","Santa Mónica","https://www.booking.com/hotel/uy/casa-franca.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa Francis - Apartamentos","2743638","Colonia Del Sacramento","https://www.booking.com/hotel/uy/casa-francis.en.html?aid=2410095&no_rooms=1&group_adults=2"
"Casa frente a Laguna del Diario","9863882","Maldonado","https://www.booking.com/hotel/uy/casa-frente-a-laguna-del-diario.en.html?aid=2410095&no_rooms=1&group_adults=2"
