hotel,price,score,avg_review,reviews_count,image_links,hotel_url,popular_facilities,city,country,description
The Burj Ghazanfar in Mazar-e Sharif,US$83,ver...,,ver...,https://cf.bstatic.com/xdata/images/hotel/max1024x768/417390272.webp?k=562cf6711600ef092d1f4e387220cf2a9ad3889273203cd2c671b4446feb20ac&o=,https://www.booking.com/hotel/af/the-burij-ghazanfar.es.html?aid=2410095,"Desayuno, Baño privado, Balcón, Parking gratis, Gimnasio, Proporciona factura, Inglés, WiFi gratis",Balkh,Afghanistan,"The Burj Ghazanfar in Mazar-e Sharif se encuentra en Mazar-e Sarif y ofrece alojamiento de 4 estrellas con centro de fitness. Este hotel acepta mascotas y ofrece wifi gratis.

En el hotel, cada habitación dispone de balcón. En The Burj Ghazanfar in Mazar-e Sharif, todas las habitaciones disponen de baño privado y algunas también ofrecen terraza.

El aeropuerto más cercano (Aeropuerto internacional de Mazar-i-Sharif) está a 9 km."
